review_id,text,business_category,aspect,sentiment,star_rating
5397,لم اكن اعرف العيادة دخلت علي جوجل وشفت اقرب عيادة للسكن شفت تعليق للاخ منصور العنزي جزاه الله خيرا صاحب امانة - وبما اني جاي من السعودية - توكلت علي الله وزرتها - عملت لزوجتي تركيب ٥ اسنان - وعملت ٨ حشوات لي انا - اللي شفته بالعيادة والله علي ما اقول شهيد - ادب احترام و اهتمام اخلاق في كل شيء شغل نظيف مقابل اسعار جدا جدا مناسبة - الله يوسع عليهم من واسع فضله - شكرا من القلب لجميع طاقم العمل بقيادة الاستاذ مصطفي علما اني وصيت عليهم اقارب جاءوا من لندن وشكروني علي العيادة وطاقمها اوصي عليهم و بشدة,عِيادة أسنان,service,positive,5
5397,لم اكن اعرف العيادة دخلت علي جوجل وشفت اقرب عيادة للسكن شفت تعليق للاخ منصور العنزي جزاه الله خيرا صاحب امانة - وبما اني جاي من السعودية - توكلت علي الله وزرتها - عملت لزوجتي تركيب ٥ اسنان - وعملت ٨ حشوات لي انا - اللي شفته بالعيادة والله علي ما اقول شهيد - ادب احترام و اهتمام اخلاق في كل شيء شغل نظيف مقابل اسعار جدا جدا مناسبة - الله يوسع عليهم من واسع فضله - شكرا من القلب لجميع طاقم العمل بقيادة الاستاذ مصطفي علما اني وصيت عليهم اقارب جاءوا من لندن وشكروني علي العيادة وطاقمها اوصي عليهم و بشدة,عِيادة أسنان,price,positive,5
5397,لم اكن اعرف العيادة دخلت علي جوجل وشفت اقرب عيادة للسكن شفت تعليق للاخ منصور العنزي جزاه الله خيرا صاحب امانة - وبما اني جاي من السعودية - توكلت علي الله وزرتها - عملت لزوجتي تركيب ٥ اسنان - وعملت ٨ حشوات لي انا - اللي شفته بالعيادة والله علي ما اقول شهيد - ادب احترام و اهتمام اخلاق في كل شيء شغل نظيف مقابل اسعار جدا جدا مناسبة - الله يوسع عليهم من واسع فضله - شكرا من القلب لجميع طاقم العمل بقيادة الاستاذ مصطفي علما اني وصيت عليهم اقارب جاءوا من لندن وشكروني علي العيادة وطاقمها اوصي عليهم و بشدة,عِيادة أسنان,cleanliness,positive,5
5397,لم اكن اعرف العيادة دخلت علي جوجل وشفت اقرب عيادة للسكن شفت تعليق للاخ منصور العنزي جزاه الله خيرا صاحب امانة - وبما اني جاي من السعودية - توكلت علي الله وزرتها - عملت لزوجتي تركيب ٥ اسنان - وعملت ٨ حشوات لي انا - اللي شفته بالعيادة والله علي ما اقول شهيد - ادب احترام و اهتمام اخلاق في كل شيء شغل نظيف مقابل اسعار جدا جدا مناسبة - الله يوسع عليهم من واسع فضله - شكرا من القلب لجميع طاقم العمل بقيادة الاستاذ مصطفي علما اني وصيت عليهم اقارب جاءوا من لندن وشكروني علي العيادة وطاقمها اوصي عليهم و بشدة,عِيادة أسنان,ambiance,positive,5
4068,شكر خاص من مرافق المريض بغرفه 7009 بالدور السابع اشكر الساده هيئه التمريض بالدور السابع ورئيستهم شكر خاص علي انسانيتهم لم يتركوني من قبل العمليه لحين انتهائي من العمليات واهتمام بعد العمليات والاطباء وبالاخص دكتور محمد السيد دكتور الجراحه وشكر خاص بالفندقه,مستشفى,general,positive,5
4771,خدمة ممتازة دكتور يحيي متميز ما شاء الله ربنا يجازيكم خير,عِيادة أسنان,service,positive,5
1818,كان يوم حلو قوي النهارده قضيته مع صحابي والفقرات والعاملين والخدمه تحفه بجد شكرا لكل العاملين,مطعم,food,positive,5
2528,الشيشه كانت تحفه ووفتحي كان خدوم و لذيذ اوي و مستر عبد الكريم محترم و خدوم المكان تحفه,كافيه,service,positive,5
2528,الشيشه كانت تحفه ووفتحي كان خدوم و لذيذ اوي و مستر عبد الكريم محترم و خدوم المكان تحفه,كافيه,ambiance,positive,5
3998,تجربة زفت، ناس تعبانة في دماغها ومنتجات زبالة الالوان بتبهت من اول لبسة,متجر ملابس,general,negative,1
3010,خدمه اكثر من رائعه روحو عند اسراء وانتو مغمضين,صالون عناية بالأظافر,general,positive,5
1915,المشويات مقبولة بس الفريد تشكين تعبانه ، الخدمة تعبانه اوي و الطلبات بتنزل بعشوائية و متاخرة,مطعم,service,positive,4
1915,المشويات مقبولة بس الفريد تشكين تعبانه ، الخدمة تعبانه اوي و الطلبات بتنزل بعشوائية و متاخرة,مطعم,delivery,positive,4
1358,خدمه بطيئه و سيئه جدا .. مفيش اهتمام و زحمه و ماشيه كوسه لو عاوز تتبهدل روح,مطعم فلافل,general,negative,1
9891,الحمدالله,travel,food,positive,4
6492,صحه صحه صحه اعمال اعمالث٣٣٢٢ ٣٢صصحه صب صب مرحبا كيفك وكيف وكيف وكيف ٣٢٣٤١٢٢٣س٣صس٣٣ص٣ ٣م ٣م ٣م ٣م ٣م ٣م من ٣س٣٢٣٣٣ث٣س٣ثسص٢ ٣ صحه ٢٣٢٣٣ ص ٣٣ض,food_delivery,general,positive,5
6103,احلي كفته وفراخ مشويه في اكتوبر,مطعم مأكولات مشوية,food,positive,5
21,مش زي الاول خالص الاول كان احسن بكتير,مطعم مأكولات مصرية,general,negative,1
2507,للاسف، تجربتي في فندق انديانا تعد من اسوا التجارب الفندقية التي مررت بها علي الاطلاق، وربما الاسوا دون مبالغة. رغم ان العاملين في الفندق كانوا محترمين ومتعاونين قدر الامكان، الا ان ذلك لا يمكنه باي شكل من الاشكال تعويض الحالة المزرية والمخزية التي وصل اليها الفندق. الفندق قديم جدا، مهمل بشكل واضح، ويعاني من مستوي نظافة متدن للغاية لدرجة تجعله غير صالح للاقامة البشرية. الاوساخ منتشرة في كل مكان، والرائحة كريهة، وكل شيء يبدو مهترئا ومستهلكا منذ سنوات دون اي صيانة او تجديد. باب الغرفة مكسور، والمصعد قديم جدا ويبعث علي القلق، ويعكس مدي الاهمال الذي يعاني منه المكان بالكامل. اما الغرفة فكانت صدمة حقيقية؛ الملايات شديدة الاتساخ بشكل لا يصدق، لدرجة انني لم استطع النوم مطلقا، وشعرت بعدم الراحة والاشمئزاز. لا توجد ستارة تحجب ضوء الشمس، مما يجعل النوم شبه مستحيل، ويؤكد انعدام ابسط مقومات الراحة في هذا الفندق. الاقامة كانت تجربة سيئة بكل ما تحمله الكلمة من معني، ولن اكررها تحت اي ظرف، ولا انصح اي شخص بالاقامة في هذا الفندق مهما كان السعر مغريا، لان ما ستواجهه لا يستحق ذلك ابدا. واهم نقطة يجب التنبيه عليها: الصور المعروضة في جميع مواقع الحجز لا تطابق الواقع نهائيا، وهي مضللة بشكل واضح، والفرق بينها وبين الحقيقة كبير جدا. ما يعرض في الصور لا يعكس الحالة الحقيقية للفندق باي شكل. باختصار: تجربة مخيبة للامال، فندق مهمل، نظافة سيئة، وخدمة لا يمكنها انقاذ الوضع. لا انصح به اطلاقا.,فندق,service,negative,1
2507,للاسف، تجربتي في فندق انديانا تعد من اسوا التجارب الفندقية التي مررت بها علي الاطلاق، وربما الاسوا دون مبالغة. رغم ان العاملين في الفندق كانوا محترمين ومتعاونين قدر الامكان، الا ان ذلك لا يمكنه باي شكل من الاشكال تعويض الحالة المزرية والمخزية التي وصل اليها الفندق. الفندق قديم جدا، مهمل بشكل واضح، ويعاني من مستوي نظافة متدن للغاية لدرجة تجعله غير صالح للاقامة البشرية. الاوساخ منتشرة في كل مكان، والرائحة كريهة، وكل شيء يبدو مهترئا ومستهلكا منذ سنوات دون اي صيانة او تجديد. باب الغرفة مكسور، والمصعد قديم جدا ويبعث علي القلق، ويعكس مدي الاهمال الذي يعاني منه المكان بالكامل. اما الغرفة فكانت صدمة حقيقية؛ الملايات شديدة الاتساخ بشكل لا يصدق، لدرجة انني لم استطع النوم مطلقا، وشعرت بعدم الراحة والاشمئزاز. لا توجد ستارة تحجب ضوء الشمس، مما يجعل النوم شبه مستحيل، ويؤكد انعدام ابسط مقومات الراحة في هذا الفندق. الاقامة كانت تجربة سيئة بكل ما تحمله الكلمة من معني، ولن اكررها تحت اي ظرف، ولا انصح اي شخص بالاقامة في هذا الفندق مهما كان السعر مغريا، لان ما ستواجهه لا يستحق ذلك ابدا. واهم نقطة يجب التنبيه عليها: الصور المعروضة في جميع مواقع الحجز لا تطابق الواقع نهائيا، وهي مضللة بشكل واضح، والفرق بينها وبين الحقيقة كبير جدا. ما يعرض في الصور لا يعكس الحالة الحقيقية للفندق باي شكل. باختصار: تجربة مخيبة للامال، فندق مهمل، نظافة سيئة، وخدمة لا يمكنها انقاذ الوضع. لا انصح به اطلاقا.,فندق,price,negative,1
2507,للاسف، تجربتي في فندق انديانا تعد من اسوا التجارب الفندقية التي مررت بها علي الاطلاق، وربما الاسوا دون مبالغة. رغم ان العاملين في الفندق كانوا محترمين ومتعاونين قدر الامكان، الا ان ذلك لا يمكنه باي شكل من الاشكال تعويض الحالة المزرية والمخزية التي وصل اليها الفندق. الفندق قديم جدا، مهمل بشكل واضح، ويعاني من مستوي نظافة متدن للغاية لدرجة تجعله غير صالح للاقامة البشرية. الاوساخ منتشرة في كل مكان، والرائحة كريهة، وكل شيء يبدو مهترئا ومستهلكا منذ سنوات دون اي صيانة او تجديد. باب الغرفة مكسور، والمصعد قديم جدا ويبعث علي القلق، ويعكس مدي الاهمال الذي يعاني منه المكان بالكامل. اما الغرفة فكانت صدمة حقيقية؛ الملايات شديدة الاتساخ بشكل لا يصدق، لدرجة انني لم استطع النوم مطلقا، وشعرت بعدم الراحة والاشمئزاز. لا توجد ستارة تحجب ضوء الشمس، مما يجعل النوم شبه مستحيل، ويؤكد انعدام ابسط مقومات الراحة في هذا الفندق. الاقامة كانت تجربة سيئة بكل ما تحمله الكلمة من معني، ولن اكررها تحت اي ظرف، ولا انصح اي شخص بالاقامة في هذا الفندق مهما كان السعر مغريا، لان ما ستواجهه لا يستحق ذلك ابدا. واهم نقطة يجب التنبيه عليها: الصور المعروضة في جميع مواقع الحجز لا تطابق الواقع نهائيا، وهي مضللة بشكل واضح، والفرق بينها وبين الحقيقة كبير جدا. ما يعرض في الصور لا يعكس الحالة الحقيقية للفندق باي شكل. باختصار: تجربة مخيبة للامال، فندق مهمل، نظافة سيئة، وخدمة لا يمكنها انقاذ الوضع. لا انصح به اطلاقا.,فندق,cleanliness,negative,1
2507,للاسف، تجربتي في فندق انديانا تعد من اسوا التجارب الفندقية التي مررت بها علي الاطلاق، وربما الاسوا دون مبالغة. رغم ان العاملين في الفندق كانوا محترمين ومتعاونين قدر الامكان، الا ان ذلك لا يمكنه باي شكل من الاشكال تعويض الحالة المزرية والمخزية التي وصل اليها الفندق. الفندق قديم جدا، مهمل بشكل واضح، ويعاني من مستوي نظافة متدن للغاية لدرجة تجعله غير صالح للاقامة البشرية. الاوساخ منتشرة في كل مكان، والرائحة كريهة، وكل شيء يبدو مهترئا ومستهلكا منذ سنوات دون اي صيانة او تجديد. باب الغرفة مكسور، والمصعد قديم جدا ويبعث علي القلق، ويعكس مدي الاهمال الذي يعاني منه المكان بالكامل. اما الغرفة فكانت صدمة حقيقية؛ الملايات شديدة الاتساخ بشكل لا يصدق، لدرجة انني لم استطع النوم مطلقا، وشعرت بعدم الراحة والاشمئزاز. لا توجد ستارة تحجب ضوء الشمس، مما يجعل النوم شبه مستحيل، ويؤكد انعدام ابسط مقومات الراحة في هذا الفندق. الاقامة كانت تجربة سيئة بكل ما تحمله الكلمة من معني، ولن اكررها تحت اي ظرف، ولا انصح اي شخص بالاقامة في هذا الفندق مهما كان السعر مغريا، لان ما ستواجهه لا يستحق ذلك ابدا. واهم نقطة يجب التنبيه عليها: الصور المعروضة في جميع مواقع الحجز لا تطابق الواقع نهائيا، وهي مضللة بشكل واضح، والفرق بينها وبين الحقيقة كبير جدا. ما يعرض في الصور لا يعكس الحالة الحقيقية للفندق باي شكل. باختصار: تجربة مخيبة للامال، فندق مهمل، نظافة سيئة، وخدمة لا يمكنها انقاذ الوضع. لا انصح به اطلاقا.,فندق,delivery,negative,1
2507,للاسف، تجربتي في فندق انديانا تعد من اسوا التجارب الفندقية التي مررت بها علي الاطلاق، وربما الاسوا دون مبالغة. رغم ان العاملين في الفندق كانوا محترمين ومتعاونين قدر الامكان، الا ان ذلك لا يمكنه باي شكل من الاشكال تعويض الحالة المزرية والمخزية التي وصل اليها الفندق. الفندق قديم جدا، مهمل بشكل واضح، ويعاني من مستوي نظافة متدن للغاية لدرجة تجعله غير صالح للاقامة البشرية. الاوساخ منتشرة في كل مكان، والرائحة كريهة، وكل شيء يبدو مهترئا ومستهلكا منذ سنوات دون اي صيانة او تجديد. باب الغرفة مكسور، والمصعد قديم جدا ويبعث علي القلق، ويعكس مدي الاهمال الذي يعاني منه المكان بالكامل. اما الغرفة فكانت صدمة حقيقية؛ الملايات شديدة الاتساخ بشكل لا يصدق، لدرجة انني لم استطع النوم مطلقا، وشعرت بعدم الراحة والاشمئزاز. لا توجد ستارة تحجب ضوء الشمس، مما يجعل النوم شبه مستحيل، ويؤكد انعدام ابسط مقومات الراحة في هذا الفندق. الاقامة كانت تجربة سيئة بكل ما تحمله الكلمة من معني، ولن اكررها تحت اي ظرف، ولا انصح اي شخص بالاقامة في هذا الفندق مهما كان السعر مغريا، لان ما ستواجهه لا يستحق ذلك ابدا. واهم نقطة يجب التنبيه عليها: الصور المعروضة في جميع مواقع الحجز لا تطابق الواقع نهائيا، وهي مضللة بشكل واضح، والفرق بينها وبين الحقيقة كبير جدا. ما يعرض في الصور لا يعكس الحالة الحقيقية للفندق باي شكل. باختصار: تجربة مخيبة للامال، فندق مهمل، نظافة سيئة، وخدمة لا يمكنها انقاذ الوضع. لا انصح به اطلاقا.,فندق,ambiance,negative,1
6858,ممتاز جدا,transport,general,positive,5
1586,الاكل كان وحش جدا ولقينا عظمة في ام علي ودي كانت حاجة غريبة جدا والناس كلها اللي كلت تعبت بعد الاكل,مطعم,food,negative,1
4543,بيتجاهلو كومنتات والرز مش احسن حاجه وبياكلوني ع مزاجهم وكذا مرة اقولهم عال point دي,مطعم مأكولات مشوية,food,negative,1
3922,الاكل بجد مش حلو ملوش طعم سواء الكفته الفته اللحمه الشيش الروقاق كل حاجه بجد ملهاش طعم اسوء مكان بيقدم اكل اسوء فته اسوء رقاق اسوء شيش,مطعم,food,negative,1
3922,الاكل بجد مش حلو ملوش طعم سواء الكفته الفته اللحمه الشيش الروقاق كل حاجه بجد ملهاش طعم اسوء مكان بيقدم اكل اسوء فته اسوء رقاق اسوء شيش,مطعم,ambiance,negative,1
1267,قيمه مقابل سعر جيدا جدا,مطعم للإفطار,price,positive,5
1742,ممتاز وفريق عمل متميز,مطعم مأكولات سورية,general,positive,5
1277,احسن فرع والله الجوده كويسه و المكان كويس مشكلتهم انهم احيانا بيتاخرو في الاوردر بس ده حصل معايا تقريبا مرتين,مطعم مأكولات سورية,delivery,positive,5
1277,احسن فرع والله الجوده كويسه و المكان كويس مشكلتهم انهم احيانا بيتاخرو في الاوردر بس ده حصل معايا تقريبا مرتين,مطعم مأكولات سورية,ambiance,positive,5
2981,الاكل سئ جدااا سي فود طعمه وحش اوي وزفر والمكان غالي جدااا وضريبة اغلي من اي مطعم تقريبا ١٠٠ جنيه ضريبة- تكييف صحراوي والمحل كبير والدنيا حررر ـطلبنا الفريدو ونجرسكو فراخ وسي فود اسوا من بعض,مطعم,food,negative,1
2981,الاكل سئ جدااا سي فود طعمه وحش اوي وزفر والمكان غالي جدااا وضريبة اغلي من اي مطعم تقريبا ١٠٠ جنيه ضريبة- تكييف صحراوي والمحل كبير والدنيا حررر ـطلبنا الفريدو ونجرسكو فراخ وسي فود اسوا من بعض,مطعم,price,negative,1
2981,الاكل سئ جدااا سي فود طعمه وحش اوي وزفر والمكان غالي جدااا وضريبة اغلي من اي مطعم تقريبا ١٠٠ جنيه ضريبة- تكييف صحراوي والمحل كبير والدنيا حررر ـطلبنا الفريدو ونجرسكو فراخ وسي فود اسوا من بعض,مطعم,delivery,negative,1
2981,الاكل سئ جدااا سي فود طعمه وحش اوي وزفر والمكان غالي جدااا وضريبة اغلي من اي مطعم تقريبا ١٠٠ جنيه ضريبة- تكييف صحراوي والمحل كبير والدنيا حررر ـطلبنا الفريدو ونجرسكو فراخ وسي فود اسوا من بعض,مطعم,ambiance,negative,1
6366,التطبيق ممتاز بس للاسف في مناطق م بتوصلو فيها زي مرسي مطروح ودي حاجه بعاني . . منها شكرا للاهتمام والرد واتمني حل المشكله في اسرع وقت,food_delivery,delivery,neutral,3
6366,التطبيق ممتاز بس للاسف في مناطق م بتوصلو فيها زي مرسي مطروح ودي حاجه بعاني . . منها شكرا للاهتمام والرد واتمني حل المشكله في اسرع وقت,food_delivery,app_experience,neutral,3
1174,طلبت اوردر ديلفري قعدو ساعتين وموصلوش الاوردو معاملة سيئة جدا في الموبايل منصحش حد بالتعامل معاهم,مطعم مأكولات سورية,service,negative,1
1174,طلبت اوردر ديلفري قعدو ساعتين وموصلوش الاوردو معاملة سيئة جدا في الموبايل منصحش حد بالتعامل معاهم,مطعم مأكولات سورية,delivery,negative,1
6115,من افضل وارخص المطاعم بعابدين بالاضافة انه بيعمل السندوتشات في عيش بلدي ابيض طازه وبيبقي مليان حشو والنصف رغيف نفسه كبيييير,مطعم,general,positive,5
2051,مستشفي رائعه ومنظمه وممتازه والاصطاف والعاملين والاداريين في منتهي التعاون والزوق شكرا مستشفي السلام الدولي علي تعاونكم,مستشفى,general,positive,5
9290,اغاني بدون نت,entertainment,general,positive,4
8279,تطبيق مميز جدا ومفيد,real_estate,app_experience,positive,5
7469,ممتاز,ecommerce,general,positive,5
7540,ممتاذ,ecommerce,general,positive,5
5279,صيدلية بها جميع الادويه ومتوفره وبها دكاتره محترمه,صيدلية,service,positive,5
1198,مستشفي محترمة والناس محترمين جدا,مستشفى,service,positive,5
1851,مطعم جميل، هادئ ونظيف مع خدمة متميزة واستقبال جيد، الاكل المصري والشرقي المعروض طيب، صحي وفيه لمسة تجديد خاصة بالنسبة لشورما الدجاج (فراخ). مطعم انصح به في منطقة جزيرة الزمالك.,مطعم,food,positive,5
1851,مطعم جميل، هادئ ونظيف مع خدمة متميزة واستقبال جيد، الاكل المصري والشرقي المعروض طيب، صحي وفيه لمسة تجديد خاصة بالنسبة لشورما الدجاج (فراخ). مطعم انصح به في منطقة جزيرة الزمالك.,مطعم,service,positive,5
1851,مطعم جميل، هادئ ونظيف مع خدمة متميزة واستقبال جيد، الاكل المصري والشرقي المعروض طيب، صحي وفيه لمسة تجديد خاصة بالنسبة لشورما الدجاج (فراخ). مطعم انصح به في منطقة جزيرة الزمالك.,مطعم,cleanliness,positive,5
6584,بعد التحديث انقطعت تماما اكواد الخصم وارتفعت اسعار الرحلات في المعظم مقارنة بالتطبيقات الاخري اصبح اعلي تكلفة للعميل,transport,price,negative,1
6584,بعد التحديث انقطعت تماما اكواد الخصم وارتفعت اسعار الرحلات في المعظم مقارنة بالتطبيقات الاخري اصبح اعلي تكلفة للعميل,transport,app_experience,negative,1
6456,افشل تطبيق ممكن تضيع مساحة تلفونك في,food_delivery,app_experience,negative,1
1438,مستشفي من افضل المستشفيات بالنزهة ومصر الجديدة وتتميز بسيستم مميز عن باقي المشتشفيات وبها كوكبة من افضل الدكاترة في جميع التخصصات وكذلك الطقم الطبي المساعد وتمريض علي اعلي مستوي فضلا علي نظافة المستشفي ملفت للنظر,مستشفى,cleanliness,positive,4
3804,بالصدفة البحتة كنا ف التحرير ودورنا علي اقرب مطعم مشويات جنبنا وجوجل مابس دلتنا عليه ❤️ حقيقي تجربة ممتازة واسعارهم حلوة والاكل كله كان حلو ومخدوم نسيت اصور الترابيزة اول ما الاكل نزل وغوصت ف الاكل علي طول الصورة بعد انتهاء الجريمة ❤️ دفعنا انا وصاحبتي ٤٢٠ ج .. سعر ممتاز مقابل اللي طلبناه طلبنا وجبة ربع فرخة مع كفتة + رز وشوربة، والوجبة التانية طلبنا وجبة كفتة وطرب مع رز وطبيخ تجربة ممتازة وانصحكم طبعا تروحوا عنده,مطعم مأكولات مشوية,food,positive,5
3804,بالصدفة البحتة كنا ف التحرير ودورنا علي اقرب مطعم مشويات جنبنا وجوجل مابس دلتنا عليه ❤️ حقيقي تجربة ممتازة واسعارهم حلوة والاكل كله كان حلو ومخدوم نسيت اصور الترابيزة اول ما الاكل نزل وغوصت ف الاكل علي طول الصورة بعد انتهاء الجريمة ❤️ دفعنا انا وصاحبتي ٤٢٠ ج .. سعر ممتاز مقابل اللي طلبناه طلبنا وجبة ربع فرخة مع كفتة + رز وشوربة، والوجبة التانية طلبنا وجبة كفتة وطرب مع رز وطبيخ تجربة ممتازة وانصحكم طبعا تروحوا عنده,مطعم مأكولات مشوية,price,positive,5
3804,بالصدفة البحتة كنا ف التحرير ودورنا علي اقرب مطعم مشويات جنبنا وجوجل مابس دلتنا عليه ❤️ حقيقي تجربة ممتازة واسعارهم حلوة والاكل كله كان حلو ومخدوم نسيت اصور الترابيزة اول ما الاكل نزل وغوصت ف الاكل علي طول الصورة بعد انتهاء الجريمة ❤️ دفعنا انا وصاحبتي ٤٢٠ ج .. سعر ممتاز مقابل اللي طلبناه طلبنا وجبة ربع فرخة مع كفتة + رز وشوربة، والوجبة التانية طلبنا وجبة كفتة وطرب مع رز وطبيخ تجربة ممتازة وانصحكم طبعا تروحوا عنده,مطعم مأكولات مشوية,delivery,positive,5
3804,بالصدفة البحتة كنا ف التحرير ودورنا علي اقرب مطعم مشويات جنبنا وجوجل مابس دلتنا عليه ❤️ حقيقي تجربة ممتازة واسعارهم حلوة والاكل كله كان حلو ومخدوم نسيت اصور الترابيزة اول ما الاكل نزل وغوصت ف الاكل علي طول الصورة بعد انتهاء الجريمة ❤️ دفعنا انا وصاحبتي ٤٢٠ ج .. سعر ممتاز مقابل اللي طلبناه طلبنا وجبة ربع فرخة مع كفتة + رز وشوربة، والوجبة التانية طلبنا وجبة كفتة وطرب مع رز وطبيخ تجربة ممتازة وانصحكم طبعا تروحوا عنده,مطعم مأكولات مشوية,ambiance,positive,5
9685,التطبيق لديه مشكلة ..يتم اخذ المالية ولايتم الحجز ويتم ارجاع المال بعد 15 يوم there is a problem they take money and not reserved and tell to get refund after 15 day shame ☠️,travel,price,negative,1
9685,التطبيق لديه مشكلة ..يتم اخذ المالية ولايتم الحجز ويتم ارجاع المال بعد 15 يوم there is a problem they take money and not reserved and tell to get refund after 15 day shame ☠️,travel,app_experience,negative,1
138,متنوع ومتكامل بشكل كبير وكل شارع يختص بنوع معين من السلع لتجارة الجملة ويحتاج لدراسة ومراجعة اسعار قبل الشراء,سوق,price,positive,4
3077,شكر خاص لدكتور حازم السباعي وطاقم الطبي جميعا,مستشفى,general,positive,4
8559,الامتياز عنوان والصدق والشفافية منتشرة في كل موقع وكل مكان....دوام النجاح,real_estate,ambiance,positive,5
8559,الامتياز عنوان والصدق والشفافية منتشرة في كل موقع وكل مكان....دوام النجاح,real_estate,app_experience,positive,5
4148,التجربة كانت كويسه والخدمة اكثر من الممتاز القهوة عندهم لذيذة طلبت ميكاتو وكان فوق الخيال شكرا جزيلا لك علي كل ما تبذله الموضفة روزين اود ان اعرب عن خالص امتناني لكل ما تبذله لدعم خدمة الكوفي واحترافيه في الخدمة وروحك الايجابية شكرا من القلب,مقهى,service,positive,5
4148,التجربة كانت كويسه والخدمة اكثر من الممتاز القهوة عندهم لذيذة طلبت ميكاتو وكان فوق الخيال شكرا جزيلا لك علي كل ما تبذله الموضفة روزين اود ان اعرب عن خالص امتناني لكل ما تبذله لدعم خدمة الكوفي واحترافيه في الخدمة وروحك الايجابية شكرا من القلب,مقهى,delivery,positive,5
8309,تطبيق رائع وساعدني كثيرا,real_estate,app_experience,positive,5
7627,جميل,ecommerce,general,positive,5
1707,محل جميل ولكن اذا جابو فرقه غنائه يكون داخل ازعاج الجلسات الخارجيه رايقه,مقهى,general,positive,4
5573,د.يوسف عسكر انا جيتو بحالة حرجة وصعبه اتعامل معاي بكل لطف وسعة صدر واحترافيه صراحة دكتور بروفيشينال فوق الوصف كلمة ممتاز فيه بسيطة ملاك رحمة بارك الله لك ف علمك ونفع بك الامة .اما الاستاف بنات ف قمة الذوق والرقي والمعاملة الطيبه(ايه)و(ولاء) شكرا لبشاشتكم وسعة صدركم وكلماتكم يلي بتنزل ع قلوبنا زي البلسم,عِيادة أسنان,service,positive,5
875,سيد وحسام واحمد محمد وصلاح افضل خدمه الله يععافيهم,مطعم مأكولات لبنانية,delivery,positive,5
4158,"Went there for a massage, shitty experience, no hygiene, no good masseuse, no privacy, asked for a towel and they got me a rag and some tissues to wipe the oil off (not clean and used) The captain didn’t seem to know what he was doing, very bad for price too in comparison to a place like Chillout massage place that is lower price and cleaner better captains, don’t recommend تجربه بشعه بجد، مفيش نظافه ولا الخصوصيه و لا استرخاء و الكابتن بجد مش عارف بيعمل ايه اصلا، طلبت منه فوطه جبلي مناديل و لما طلبت تاني جابلي خراه بجد فوط مستعمله لغايت مدابت، و سعرهم اغلي من اماكن مساج انضف ذي Chillout, لا انصح بالمكان ده",غرفة لياقة,price,negative,1
4158,"Went there for a massage, shitty experience, no hygiene, no good masseuse, no privacy, asked for a towel and they got me a rag and some tissues to wipe the oil off (not clean and used) The captain didn’t seem to know what he was doing, very bad for price too in comparison to a place like Chillout massage place that is lower price and cleaner better captains, don’t recommend تجربه بشعه بجد، مفيش نظافه ولا الخصوصيه و لا استرخاء و الكابتن بجد مش عارف بيعمل ايه اصلا، طلبت منه فوطه جبلي مناديل و لما طلبت تاني جابلي خراه بجد فوط مستعمله لغايت مدابت، و سعرهم اغلي من اماكن مساج انضف ذي Chillout, لا انصح بالمكان ده",غرفة لياقة,cleanliness,negative,1
4158,"Went there for a massage, shitty experience, no hygiene, no good masseuse, no privacy, asked for a towel and they got me a rag and some tissues to wipe the oil off (not clean and used) The captain didn’t seem to know what he was doing, very bad for price too in comparison to a place like Chillout massage place that is lower price and cleaner better captains, don’t recommend تجربه بشعه بجد، مفيش نظافه ولا الخصوصيه و لا استرخاء و الكابتن بجد مش عارف بيعمل ايه اصلا، طلبت منه فوطه جبلي مناديل و لما طلبت تاني جابلي خراه بجد فوط مستعمله لغايت مدابت، و سعرهم اغلي من اماكن مساج انضف ذي Chillout, لا انصح بالمكان ده",غرفة لياقة,delivery,negative,1
4158,"Went there for a massage, shitty experience, no hygiene, no good masseuse, no privacy, asked for a towel and they got me a rag and some tissues to wipe the oil off (not clean and used) The captain didn’t seem to know what he was doing, very bad for price too in comparison to a place like Chillout massage place that is lower price and cleaner better captains, don’t recommend تجربه بشعه بجد، مفيش نظافه ولا الخصوصيه و لا استرخاء و الكابتن بجد مش عارف بيعمل ايه اصلا، طلبت منه فوطه جبلي مناديل و لما طلبت تاني جابلي خراه بجد فوط مستعمله لغايت مدابت، و سعرهم اغلي من اماكن مساج انضف ذي Chillout, لا انصح بالمكان ده",غرفة لياقة,ambiance,negative,1
5554,محترمين وتوافر الادويه لديهم بشكل جيد,صيدلية,service,positive,5
7211,ممتاز جدا,ecommerce,general,positive,5
8674,مش عاوز يدفع الاشتراك بلس ولا يغير طريقه الدفع,entertainment,general,negative,1
891,شكرا للادارة علي التعامل الاحترافي,مطعم,service,positive,5
2679,الاكل مش كويس بس المكان جميل جدا علي النيل المنظر رائع ضوء الانوار,مطعم,food,neutral,3
2679,الاكل مش كويس بس المكان جميل جدا علي النيل المنظر رائع ضوء الانوار,مطعم,ambiance,neutral,3
6577,اقيمه صفر لان يطلعلي سعر يجي ابو التكسي يكلي شوفي شكد طالع وياهو اركب ويه يزيدلي الكروه ويطلب اكثر راح امسحه لان تطبيق فاشل,transport,price,negative,1
6577,اقيمه صفر لان يطلعلي سعر يجي ابو التكسي يكلي شوفي شكد طالع وياهو اركب ويه يزيدلي الكروه ويطلب اكثر راح امسحه لان تطبيق فاشل,transport,delivery,negative,1
